energy_mw,qw
3.75441546,0.8
3.67585471,0.78
3.7882963100000002,0.8
3.72740883,0.79
3.74857106,0.79
3.8195520899999997,0.81
3.6297474199999997,0.77
3.7675929,0.8
3.63459537,0.77
3.8195520899999997,0.81
3.67580131,0.78
3.7580541800000002,0.8
3.75441546,0.8
3.74857106,0.79
3.7882963100000002,0.8
3.8195520899999997,0.81
3.67585471,0.78
3.7675929,0.8
3.72740883,0.79
3.7335371800000003,0.79
3.75441546,0.8
3.8195520899999997,0.81
3.8252801400000003,0.81
3.7580541800000002,0.8
3.8195520899999997,0.81
3.74814379,0.79
3.73795027,0.79
3.7882963100000002,0.8
3.74857106,0.79
3.7335371800000003,0.79
3.68752248,0.78
3.8195520899999997,0.81
3.67585471,0.78
3.8252801400000003,0.81
3.80542767,0.81
3.8195520899999997,0.81
3.74814379,0.79
3.75217454,0.79
3.7543483199999996,0.8
3.7580541800000002,0.8
3.6673891600000004,0.78
3.8195520899999997,0.81
3.7335371800000003,0.79
3.68752248,0.78
3.74857106,0.79
3.8252801400000003,0.81
3.68752248,0.78
3.80542767,0.81
3.7580541800000002,0.8
3.69865792,0.78
3.7247655699999997,0.79
3.81615283,0.81
3.8195520899999997,0.81
3.74814379,0.79
3.8252801400000003,0.81
3.7369109700000003,0.79
3.8195520899999997,0.81
3.8252801400000003,0.81
3.65639632,0.77
3.76469633,0.8
3.7916974700000003,0.8
3.71527004,0.79
3.75020187,0.79
3.81441094,0.81
3.7922320899999997,0.8
3.812866,0.81
3.80542767,0.81
3.74814379,0.79
3.7369109700000003,0.79
3.8252801400000003,0.81
3.67162273,0.78
3.81441094,0.81
3.812866,0.81
3.7369109700000003,0.79
3.74301957,0.79
3.74814379,0.79
3.76469633,0.8
3.77778009,0.8
3.80542767,0.81
3.73274529,0.79
3.69275962,0.78
3.8252801400000003,0.81
3.7369109700000003,0.79
3.77778009,0.8
3.812866,0.81
3.76469633,0.8
3.69275962,0.78
3.82205443,0.81
3.68059965,0.78
3.8252801400000003,0.81
3.82326965,0.81
3.70400733,0.78
3.74814379,0.79
3.8252801400000003,0.81
3.7369109700000003,0.79
3.82205443,0.81
3.69275962,0.78
3.76469633,0.8
3.8345047799999996,0.81
3.76469633,0.8
3.78421639,0.8
3.78759281,0.8
3.812866,0.81
3.82326965,0.81
3.70400733,0.78
3.8345047799999996,0.81
3.80448006,0.81
3.8252801400000003,0.81
3.63428467,0.77
3.78759281,0.8
3.82205443,0.81
3.7369109700000003,0.79
3.76469633,0.8
3.8345047799999996,0.81
3.81429593,0.81
3.812866,0.81
3.83894127,0.81
3.83894127,0.81
3.82205443,0.81
3.82639473,0.81
3.82205443,0.81
3.83894127,0.81
3.7414387400000004,0.79
3.8252801400000003,0.81
3.80016495,0.8
3.7369109700000003,0.79
3.8167486,0.81
3.812866,0.81
3.8345047799999996,0.81
3.83894127,0.81
3.77965881,0.8
3.82205443,0.81
3.8113895299999996,0.81
3.82205443,0.81
3.83894127,0.81
3.7414387400000004,0.79
3.70008217,0.78
3.812866,0.81
3.6036064100000003,0.76
3.82639473,0.81
3.80016495,0.8
3.83894127,0.81
3.82205443,0.81
3.77965881,0.8
3.80016495,0.8
3.79955994,0.8
3.7818225699999997,0.8
3.8113895299999996,0.81
3.812866,0.81
3.82205443,0.81
3.74185709,0.79
3.82639473,0.81
3.83894127,0.81
3.83894127,0.81
3.77519378,0.8
3.82205443,0.81
3.8113895299999996,0.81
3.79955994,0.8
3.7490385099999997,0.79
3.83894127,0.81
3.80016495,0.8
3.83894127,0.81
3.83160107,0.81
3.82205443,0.81
3.83894127,0.81
3.83894127,0.81
3.80016495,0.8
3.82205443,0.81
3.80914929,0.81
3.83894127,0.81
3.77519378,0.8
3.7300864700000003,0.79
3.81967223,0.81
3.7665651,0.8
3.83894127,0.81
3.75797657,0.8
3.83160107,0.81
3.83894127,0.81
3.82205443,0.81
3.77519378,0.8
3.8130416400000002,0.81
3.83894127,0.81
3.79501198,0.8
3.80914929,0.81
3.8321204300000002,0.81
3.80016495,0.8
3.81340331,0.81
3.83894127,0.81
3.75797657,0.8
3.83894127,0.81
3.8321204300000002,0.81
3.82205443,0.81
3.8130416400000002,0.81
3.79501198,0.8
3.81340331,0.81
3.84477267,0.81
3.81340331,0.81
3.81340331,0.81
3.82536883,0.81
3.83894127,0.81
3.83894127,0.81
3.84477267,0.81
3.83894127,0.81
3.83894127,0.81
3.84477267,0.81
3.82536883,0.81
3.8321204300000002,0.81
3.79043074,0.8
3.82205443,0.81
3.83857447,0.81
3.81340331,0.81
3.79139677,0.8
3.83860346,0.81
3.84477267,0.81
3.84435731,0.81
3.83894127,0.81
3.80830807,0.81
3.83860346,0.81
3.8309623900000003,0.81
3.7232987599999996,0.79
3.84477267,0.81
3.83857447,0.81
3.8439052599999997,0.81
3.84477267,0.81
3.84477267,0.81
3.84477267,0.81
3.84477267,0.81
3.84435731,0.81
3.84477267,0.81
3.86940514,0.82
3.81444558,0.81
3.8309623900000003,0.81
3.84477267,0.81
3.80830807,0.81
3.53968075,0.75
3.84477267,0.81
3.84477267,0.81
3.86940514,0.82
3.84477267,0.81
3.82632359,0.81
3.8000239,0.8
3.84477267,0.81
3.84477267,0.81
3.80830807,0.81
3.84477267,0.81
3.86149223,0.82
3.84435731,0.81
3.82454566,0.81
3.84477267,0.81
3.86940514,0.82
3.80830807,0.81
3.84435731,0.81
3.86940514,0.82
3.84477267,0.81
3.82454566,0.81
3.86149223,0.82
3.86940514,0.82
3.84477267,0.81
3.84477267,0.81
3.84477267,0.81
3.86940514,0.82
3.86940514,0.82
3.86940514,0.82
3.84477267,0.81
3.86940514,0.82
3.86149223,0.82
3.7953080299999997,0.8
3.84477267,0.81
3.84477267,0.81
3.82454566,0.81
3.86940514,0.82
3.86149223,0.82
3.84477267,0.81
3.86940514,0.82
3.84477267,0.81
3.86940514,0.82
3.84477267,0.81
3.86940514,0.82
3.7883040099999996,0.8
3.84477267,0.81
3.84477267,0.81
3.84477267,0.81
3.86940514,0.82
3.84477267,0.81
3.84477267,0.81
3.86940514,0.82
3.84477267,0.81
3.84477267,0.81
3.84477267,0.81
3.84477267,0.81
3.7068116,0.78
3.85807026,0.82
3.84477267,0.81
3.84477267,0.81
3.86940514,0.82
3.86940514,0.82
3.84477267,0.81
3.86940514,0.82
3.7905807400000002,0.8
3.84477267,0.81
3.86940514,0.82
3.85807026,0.82
3.84477267,0.81
3.86940514,0.82
3.86940514,0.82
3.84477267,0.81
3.86940514,0.82
3.84477267,0.81
3.84477267,0.81
3.86940514,0.82
3.87377687,0.82
3.86940514,0.82
3.84477267,0.81
3.84477267,0.81
3.86940514,0.82
3.76836202,0.8
3.86940514,0.82
3.84477267,0.81
3.86940514,0.82
3.86940514,0.82
3.85672596,0.82
3.87377687,0.82
3.84477267,0.81
3.86940514,0.82
3.8577989599999998,0.82
3.86940514,0.82
3.86940514,0.82
3.86940514,0.82
3.84477267,0.81
3.84477267,0.81
3.7486612900000003,0.79
3.8593905,0.82
3.86940514,0.82
3.87377687,0.82
3.86940514,0.82
3.86940514,0.82
3.87377687,0.82
3.84477267,0.81
3.84477267,0.81
3.86940514,0.82
3.7859444399999997,0.8
3.86940514,0.82
3.86940514,0.82
3.8789166600000002,0.82
3.86940514,0.82
3.8789166600000002,0.82
3.87009278,0.82
3.6501635099999996,0.77
3.87377687,0.82
3.87377687,0.82
3.86940514,0.82
3.8789166600000002,0.82
3.8544735699999997,0.82
3.7311296400000002,0.79
3.86940514,0.82
3.86940514,0.82
3.86940514,0.82
3.8789166600000002,0.82
3.7792499700000004,0.8
3.82424737,0.81
3.87377687,0.82
3.86940514,0.82
3.8789166600000002,0.82
3.86940514,0.82
3.86940514,0.82
3.7311296400000002,0.79
3.86435524,0.82
3.87129785,0.82
3.8789166600000002,0.82
3.8789166600000002,0.82
3.8789166600000002,0.82
3.8789166600000002,0.82
3.87377687,0.82
3.8789166600000002,0.82
3.79995023,0.8
3.8789166600000002,0.82
3.86940514,0.82
3.83861053,0.81
3.87129785,0.82
3.7674666400000003,0.8
3.86940514,0.82
3.8789166600000002,0.82
3.86063007,0.82
3.8789166600000002,0.82
3.8789166600000002,0.82
3.79995023,0.8
3.8789166600000002,0.82
3.69403752,0.78
3.8789166600000002,0.82
3.8789166600000002,0.82
3.87377687,0.82
3.83861053,0.81
3.86940514,0.82
3.8789166600000002,0.82
3.8789166600000002,0.82
3.72996071,0.79
3.8789166600000002,0.82
3.85697954,0.82
3.8789166600000002,0.82
3.83861053,0.81
3.8703137200000004,0.82
3.87377687,0.82
3.8789166600000002,0.82
3.83861053,0.81
3.8789166600000002,0.82
3.8789166600000002,0.82
3.8542938799999997,0.82
3.85278841,0.82
3.86880846,0.82
3.87377687,0.82
3.78185008,0.8
3.8789166600000002,0.82
3.84513165,0.81
3.83861053,0.81
3.8703137200000004,0.82
3.85697954,0.82
3.83861053,0.81
3.8789166600000002,0.82
3.85697954,0.82
3.85298463,0.82
3.8789166600000002,0.82
3.6820603700000003,0.78
3.86880846,0.82
3.87377687,0.82
3.84513165,0.81
3.85278841,0.82
3.8542938799999997,0.82
3.84513165,0.81
3.8789166600000002,0.82
3.8789166600000002,0.82
3.85943125,0.82
3.84513165,0.81
3.84513165,0.81
3.85298463,0.82
3.86880846,0.82
3.8789166600000002,0.82
3.74007858,0.79
3.85825006,0.82
3.85278841,0.82
3.8618036200000003,0.82
3.8542938799999997,0.82
3.8789166600000002,0.82
3.8789166600000002,0.82
3.84459377,0.81
3.82654373,0.81
3.85298463,0.82
3.8542938799999997,0.82
3.85825006,0.82
3.8789166600000002,0.82
3.8789166600000002,0.82
3.85943125,0.82
3.8618036200000003,0.82
3.8328096499999997,0.81
3.8789166600000002,0.82
3.8789166600000002,0.82
3.86161148,0.82
3.8789166600000002,0.82
3.8542938799999997,0.82
3.8618036200000003,0.82
3.8618036200000003,0.82
3.81515212,0.81
3.85943125,0.82
3.85943125,0.82
3.8328096499999997,0.81
3.85825006,0.82
3.8789166600000002,0.82
3.8618036200000003,0.82
3.86633919,0.82
3.8618036200000003,0.82
3.8328096499999997,0.81
3.7374614700000004,0.79
3.8789166600000002,0.82
3.86729973,0.82
3.8789166600000002,0.82
3.86161148,0.82
3.8789166600000002,0.82
3.86161148,0.82
3.8789166600000002,0.82
3.8618036200000003,0.82
3.84800271,0.81
3.8789166600000002,0.82
3.8789166600000002,0.82
3.8789166600000002,0.82
3.7376864,0.79
3.86633919,0.82
3.70926521,0.79
3.86161148,0.82
3.8639558700000003,0.82
3.86161148,0.82
3.8789166600000002,0.82
3.8789166600000002,0.82
3.84800271,0.81
3.66421429,0.78
3.84318209,0.81
3.8789166600000002,0.82
3.7376864,0.79
3.8618036200000003,0.82
3.8618036200000003,0.82
3.75664472,0.8
3.86161148,0.82
3.8639558700000003,0.82
3.8789166600000002,0.82
3.81204454,0.81
3.8639558700000003,0.82
3.8789166600000002,0.82
3.8789166600000002,0.82
3.8618036200000003,0.82
3.8618036200000003,0.82
3.86484385,0.82
3.7376864,0.79
3.86161148,0.82
3.83874613,0.81
3.8721793,0.82
3.8789166600000002,0.82
3.86866896,0.82
3.84985131,0.82
3.8639558700000003,0.82
3.8084341200000003,0.81
3.86484385,0.82
3.8618036200000003,0.82
3.8586540499999997,0.82
3.8721793,0.82
3.86161148,0.82
3.86158941,0.82
3.86601055,0.82
3.8789166600000002,0.82
3.81212343,0.81
3.86026378,0.82
3.8647362999999997,0.82
3.86601055,0.82
3.8618036200000003,0.82
3.86158941,0.82
3.8586540499999997,0.82
3.8738995299999996,0.82
3.7707401000000003,0.8
3.8666251099999998,0.82
3.86031335,0.82
3.8789166600000002,0.82
3.8647362999999997,0.82
3.8586540499999997,0.82
3.8586540499999997,0.82
3.8647362999999997,0.82
3.85188657,0.82
3.8789166600000002,0.82
3.86158941,0.82
3.86026378,0.82
3.8738995299999996,0.82
3.78392968,0.8
3.86031335,0.82
3.8789166600000002,0.82
3.86026378,0.82
3.8673403900000003,0.82
3.8586540499999997,0.82
3.8647362999999997,0.82
3.85157648,0.82
3.8738995299999996,0.82
3.8647362999999997,0.82
3.8586540499999997,0.82
3.84463988,0.81
3.86158941,0.82
3.86031335,0.82
3.8789166600000002,0.82
3.8681683799999997,0.82
3.8744261800000004,0.82
3.8586540499999997,0.82
3.8647362999999997,0.82
3.8753096,0.82
3.86158941,0.82
3.8586540499999997,0.82
3.86587616,0.82
3.87764583,0.82
3.8738995299999996,0.82
3.8618036200000003,0.82
3.8789166600000002,0.82
3.8753096,0.82
3.8681683799999997,0.82
3.8618036200000003,0.82
3.8789166600000002,0.82
3.86587616,0.82
3.8647362999999997,0.82
3.62109032,0.77
3.8618036200000003,0.82
3.8738995299999996,0.82
3.87189981,0.82
3.8744261800000004,0.82
3.8789166600000002,0.82
3.84500919,0.81
3.8491181,0.82
3.8738995299999996,0.82
3.88052024,0.82
3.8744261800000004,0.82
3.87189981,0.82
3.8618036200000003,0.82
3.86987844,0.82
3.89070545,0.82
3.8618036200000003,0.82
3.86587616,0.82
3.89070545,0.82
3.8618036200000003,0.82
3.88052024,0.82
3.87189981,0.82
3.89070545,0.82
3.86987844,0.82
3.8618036200000003,0.82
3.89070545,0.82
3.8491181,0.82
3.86743327,0.82
3.87672178,0.82
3.86987844,0.82
3.89070545,0.82
3.8007343700000003,0.8
3.87189981,0.82
3.89070545,0.82
3.89070545,0.82
3.87672178,0.82
3.8618036200000003,0.82
3.8618036200000003,0.82
3.86987844,0.82
3.7554184900000003,0.8
3.86987844,0.82
3.88363478,0.82
3.89070545,0.82
3.88695262,0.82
3.71653381,0.79
3.8875678700000003,0.82
3.88363478,0.82
3.8007343700000003,0.8
3.89070545,0.82
3.8618036200000003,0.82
3.86987844,0.82
3.7572888900000003,0.8
3.89070545,0.82
3.87672178,0.82
3.89070545,0.82
3.8007343700000003,0.8
3.8814450099999998,0.82
3.8875678700000003,0.82
3.88695262,0.82
3.89070545,0.82
3.8875678700000003,0.82
3.89070545,0.82
3.88695262,0.82
3.89070545,0.82
3.88363478,0.82
3.8618036200000003,0.82
3.89070545,0.82
3.8875678700000003,0.82
3.89070545,0.82
3.8875678700000003,0.82
3.89070545,0.82
3.89070545,0.82
3.89070545,0.82
3.86266393,0.82
3.8784537400000003,0.82
3.88695262,0.82
3.88506966,0.82
3.8718279,0.82
3.89070545,0.82
3.8594437200000002,0.82
3.88695262,0.82
3.89070545,0.82
3.88506966,0.82
3.89070545,0.82
3.89070545,0.82
3.88363478,0.82
3.89070545,0.82
3.89070545,0.82
3.89070545,0.82
3.8784537400000003,0.82
3.73828932,0.79
3.64117005,0.77
3.5438741499999997,0.75
3.65412243,0.77
3.62948783,0.77
3.68905624,0.78
3.7979049799999998,0.8
3.60226293,0.76
3.6913535,0.78
3.62593829,0.77
3.67020327,0.78
3.67594456,0.78
3.7979049799999998,0.8
3.73828932,0.79
3.71449823,0.79
3.68905624,0.78
3.7689738999999998,0.8
3.62948783,0.77
3.62593829,0.77
3.6764686,0.78
3.60226293,0.76
3.65412243,0.77
3.6913535,0.78
3.7709222000000002,0.8
3.7979049799999998,0.8
3.7979049799999998,0.8
3.6764686,0.78
3.7689738999999998,0.8
3.68905624,0.78
3.6903393700000002,0.78
3.6963206,0.78
3.73828932,0.79
3.773956,0.8
3.6913535,0.78
3.51994673,0.75
3.66032991,0.78
3.7979049799999998,0.8
3.7979049799999998,0.8
3.6913535,0.78
3.67502737,0.78
3.57583089,0.76
3.63623064,0.77
3.6467437200000004,0.77
3.773956,0.8
3.7742313199999997,0.8
3.6963206,0.78
3.68905624,0.78
3.7979049799999998,0.8
3.7979049799999998,0.8
3.6913535,0.78
3.66216507,0.78
3.67607622,0.78
3.7757986800000003,0.8
3.6963206,0.78
3.78215935,0.8
3.7397524300000002,0.79
3.6467437200000004,0.77
3.78643057,0.8
3.7979049799999998,0.8
3.7979049799999998,0.8
3.7979049799999998,0.8
3.7979049799999998,0.8
3.67607622,0.78
3.7979049799999998,0.8
3.7757986800000003,0.8
3.7979049799999998,0.8
3.74280647,0.79
3.75922437,0.8
3.73613019,0.79
3.6913535,0.78
3.78215935,0.8
3.7397524300000002,0.79
3.7979049799999998,0.8
3.6913535,0.78
3.7757986800000003,0.8
3.7397524300000002,0.79
3.73577813,0.79
3.76771423,0.8
3.7757986800000003,0.8
3.7979049799999998,0.8
3.75922437,0.8
3.7850356,0.8
3.7979049799999998,0.8
3.7887252200000003,0.8
3.7979049799999998,0.8
3.7397524300000002,0.79
3.77012273,0.8
3.7757986800000003,0.8
3.79704087,0.8
3.7882779500000003,0.8
3.7887252200000003,0.8
3.75922437,0.8
3.6869663399999997,0.78
3.73577813,0.79
3.75922437,0.8
3.7850356,0.8
3.7979049799999998,0.8
3.7444433900000003,0.79
3.70165357,0.78
3.7979049799999998,0.8
3.7757986800000003,0.8
3.73577813,0.79
3.77012273,0.8
3.7796694700000004,0.8
3.7887252200000003,0.8
3.73276046,0.79
3.7882779500000003,0.8
3.79779949,0.8
3.7979049799999998,0.8
3.79779949,0.8
3.7882779500000003,0.8
3.80986152,0.81
3.7979049799999998,0.8
3.73577813,0.79
3.7285974100000003,0.79
3.7501020400000002,0.79
3.7796694700000004,0.8
3.7887252200000003,0.8
3.77012273,0.8
3.7757986800000003,0.8
3.80986152,0.81
3.8103764,0.81
3.7887252200000003,0.8
3.8033513599999997,0.81
3.793998,0.8
3.77355962,0.8
3.7979049799999998,0.8
3.79779949,0.8
3.6908367,0.78
3.73577813,0.79
3.7979049799999998,0.8
3.7796694700000004,0.8
3.8103764,0.81
3.7796694700000004,0.8
3.82525918,0.81
3.80986152,0.81
3.79779949,0.8
3.7979049799999998,0.8
3.7034104300000004,0.78
3.8103764,0.81
3.8033513599999997,0.81
3.7101436899999998,0.79
3.7887252200000003,0.8
3.7979049799999998,0.8
3.82525918,0.81
3.6763797,0.78
3.8103764,0.81
3.7979049799999998,0.8
3.80732047,0.81
3.7901463300000002,0.8
3.82141634,0.81
3.7887252200000003,0.8
3.80986152,0.81
3.81329906,0.81
3.80955157,0.81
3.7796694700000004,0.8
3.82525918,0.81
3.7796694700000004,0.8
3.7887252200000003,0.8
3.7901463300000002,0.8
3.78019299,0.8
3.8103764,0.81
3.7979049799999998,0.8
3.82743606,0.81
3.70605741,0.78
3.76708551,0.8
3.82525918,0.81
3.8119831200000003,0.81
3.82743606,0.81
3.8103764,0.81
3.7901463300000002,0.8
3.7979049799999998,0.8
3.8191014,0.81
3.81788427,0.81
3.79582448,0.8
3.80013706,0.8
3.7901463300000002,0.8
3.8351965499999996,0.81
3.7887252200000003,0.8
3.82525918,0.81
3.8351965499999996,0.81
3.8181404,0.81
3.79582448,0.8
3.8351965499999996,0.81
3.80617297,0.81
3.76947564,0.8
3.8103764,0.81
3.79342044,0.8
3.81308946,0.81
3.82525918,0.81
3.7979049799999998,0.8
3.7901463300000002,0.8
3.8351965499999996,0.81
3.8123393599999997,0.81
3.8181404,0.81
3.80561433,0.81
3.82525918,0.81
3.8351965499999996,0.81
3.7979049799999998,0.8
3.80590486,0.81
3.7901463300000002,0.8
3.79582448,0.8
3.80617297,0.81
3.79342044,0.8
3.8351965499999996,0.81
3.83016629,0.81
3.75790896,0.8
3.8351965499999996,0.81
3.68266079,0.78
3.72534966,0.79
3.7997552900000002,0.8
3.82525918,0.81
3.8351965499999996,0.81
3.7979049799999998,0.8
3.80590486,0.81
3.8181404,0.81
3.8351965499999996,0.81
3.6846756800000002,0.78
3.82525918,0.81
3.83016629,0.81
3.8351965499999996,0.81
3.73696283,0.79
3.81914021,0.81
3.7673307599999997,0.8
3.8131744,0.81
3.7997552900000002,0.8
3.75790896,0.8
3.8351965499999996,0.81
3.8351965499999996,0.81
3.8284963,0.81
3.8351965499999996,0.81
3.8351965499999996,0.81
3.8131744,0.81
3.73696283,0.79
3.8260923900000003,0.81
3.7614908199999997,0.8
3.83016629,0.81
3.8327761600000003,0.81
3.82525918,0.81
3.8351965499999996,0.81
3.8351965499999996,0.81
3.82525918,0.81
3.8131744,0.81
3.8355502799999996,0.81
3.8260923900000003,0.81
3.6820957400000003,0.78
3.8351965499999996,0.81
3.8327761600000003,0.81
3.76545773,0.8
3.8351965499999996,0.81
3.8351965499999996,0.81
3.82674205,0.81
3.8355502799999996,0.81
3.81928831,0.81
3.8259562000000003,0.81
3.8327761600000003,0.81
3.68674313,0.78
3.8351965499999996,0.81
3.80051586,0.8
3.8351965499999996,0.81
3.73658167,0.79
3.76545773,0.8
3.82525918,0.81
3.83865054,0.81
3.83865054,0.81
3.80051586,0.8
3.6720522,0.78
3.7582076200000003,0.8
3.81609396,0.81
3.81928831,0.81
3.79778114,0.8
3.83865054,0.81
3.8389275699999996,0.81
3.7116911299999997,0.79
3.76545773,0.8
3.8351965499999996,0.81
3.8389275699999996,0.81
3.77365202,0.8
3.76545773,0.8
3.8389275699999996,0.81
3.80051586,0.8
3.7582076200000003,0.8
3.83865054,0.81
3.8303751800000003,0.81
3.7116911299999997,0.79
3.83865054,0.81
3.8389275699999996,0.81
3.83639342,0.81
3.8389275699999996,0.81
3.8389275699999996,0.81
3.73409741,0.79
3.8303751800000003,0.81
3.76545773,0.8
3.79603666,0.8
3.8086417900000002,0.81
3.77569851,0.8
3.78863755,0.8
3.8451434300000003,0.81
3.83639342,0.81
3.82750055,0.81
3.8451434300000003,0.81
3.82750055,0.81
3.80363434,0.81
3.8389275699999996,0.81
3.8086417900000002,0.81
3.73576716,0.79
3.84274399,0.81
3.8451434300000003,0.81
3.79603666,0.8
3.81506723,0.81
3.78849246,0.8
3.83639342,0.81
3.8451434300000003,0.81
3.8389275699999996,0.81
3.81506723,0.81
3.8086417900000002,0.81
3.8451434300000003,0.81
3.8451434300000003,0.81
3.60566166,0.76
3.82750055,0.81
3.8086417900000002,0.81
3.8020696099999998,0.81
3.85952492,0.82
3.79612293,0.8
3.85952492,0.82
3.83110922,0.81
3.7955991499999997,0.8
3.82750055,0.81
3.8389275699999996,0.81
3.8451434300000003,0.81
3.81210726,0.81
3.8047019399999997,0.81
3.77549202,0.8
3.82750055,0.81
3.8020696099999998,0.81
3.84520371,0.81
3.85952492,0.82
3.7752896099999997,0.8
3.85952492,0.82
3.82750055,0.81
3.82750055,0.81
3.8020696099999998,0.81
3.8389275699999996,0.81
3.79477459,0.8
3.81210726,0.81
3.7955991499999997,0.8
3.6709889500000004,0.78
3.83110922,0.81
3.85952492,0.82
3.7752896099999997,0.8
3.82750055,0.81
3.77056417,0.8
3.8131859,0.81
3.7955991499999997,0.8
3.85020544,0.82
3.81102761,0.81
3.81761968,0.81
3.83303184,0.81
3.8020696099999998,0.81
3.8389275699999996,0.81
3.85952492,0.82
3.7292330099999997,0.79
3.82750055,0.81
3.8349941899999997,0.81
3.77312308,0.8
3.8131859,0.81
3.86965308,0.82
3.72539999,0.79
3.8020696099999998,0.81
3.85952492,0.82
3.8139085699999997,0.81
3.85020544,0.82
3.86965308,0.82
3.83381856,0.81
3.80099859,0.8
3.77312308,0.8
3.8020696099999998,0.81
3.75377963,0.79
3.8349941899999997,0.81
3.82750055,0.81
3.8024693199999997,0.81
3.85856558,0.82
3.7542484799999998,0.79
3.73816448,0.79
3.86965308,0.82
3.8020696099999998,0.81
3.7542484799999998,0.79
3.8221249700000004,0.81
3.85856558,0.82
3.80944072,0.81
3.85856558,0.82
3.8024693199999997,0.81
3.82750055,0.81
3.75377963,0.79
3.77917396,0.8
3.68248325,0.78
3.86965308,0.82
3.8329395699999997,0.81
3.85856558,0.82
3.8024693199999997,0.81
3.84877679,0.82
3.8221249700000004,0.81
3.80944072,0.81
3.86965308,0.82
3.77917396,0.8
3.83908181,0.81
3.84690402,0.81
3.8020696099999998,0.81
3.86965308,0.82
3.85378343,0.82
3.80383212,0.81
3.80948556,0.81
3.81591752,0.81
3.8329395699999997,0.81
3.86965308,0.82
3.7343925,0.79
3.8024693199999997,0.81
3.8455220800000003,0.81
3.80944072,0.81
3.8020696099999998,0.81
3.86965308,0.82
3.78235899,0.8
3.79861633,0.8
3.80728482,0.81
3.8329395699999997,0.81
3.80948556,0.81
3.80141255,0.8
3.86965308,0.82
3.86965308,0.82
3.80383212,0.81
3.83582929,0.81
3.82044727,0.81
3.86965308,0.82
3.7357765,0.79
3.83450125,0.81
3.80948556,0.81
3.80728482,0.81
3.86965308,0.82
3.8329395699999997,0.81
3.86965308,0.82
3.83231135,0.81
3.83926515,0.81
3.82044727,0.81
3.80728482,0.81
3.86965308,0.82
3.85329854,0.82
3.8329395699999997,0.81
3.80948556,0.81
3.84537682,0.81
3.81130251,0.81
3.87091334,0.82
3.83450125,0.81
3.80728482,0.81
3.86965308,0.82
3.83740873,0.81
3.83756634,0.81
3.87091334,0.82
3.83756634,0.81
3.80948556,0.81
3.86965308,0.82
3.84034525,0.81
3.8329395699999997,0.81
3.84537682,0.81
3.83740873,0.81
3.87091334,0.82
3.83450125,0.81
3.86965308,0.82
3.68391586,0.78
3.87091334,0.82
3.84034525,0.81
3.8329395699999997,0.81
3.87091334,0.82
3.83756634,0.81
3.83756634,0.81
3.84537682,0.81
3.86965308,0.82
3.7922826400000003,0.8
3.8083276400000003,0.81
3.80948556,0.81
3.87091334,0.82
3.87091334,0.82
3.83756634,0.81
3.77092806,0.8
3.87091334,0.82
3.87091334,0.82
3.8083276400000003,0.81
3.83756634,0.81
3.87091334,0.82
3.87091334,0.82
3.84537682,0.81
3.80948556,0.81
3.84034525,0.81
3.87091334,0.82
3.8071225899999996,0.81
3.87091334,0.82
3.83756634,0.81
3.8721994,0.82
3.87091334,0.82
3.80948556,0.81
3.8388005099999996,0.81
3.7922713999999997,0.8
3.87091334,0.82
3.8083276400000003,0.81
3.87091334,0.82
3.8721994,0.82
3.8368285,0.81
3.8071225899999996,0.81
3.87091334,0.82
3.87091334,0.82
3.87091334,0.82
3.8128989399999997,0.81
3.83756634,0.81
3.6710233199999998,0.78
3.87401387,0.82
3.8083276400000003,0.81
3.8388005099999996,0.81
3.87401387,0.82
3.8083276400000003,0.81
3.87091334,0.82
3.86072717,0.82
3.82766666,0.81
3.8388005099999996,0.81
3.8206617,0.81
3.8083276400000003,0.81
3.8368285,0.81
3.76092214,0.8
3.87401387,0.82
3.76585988,0.8
3.87401387,0.82
3.8206617,0.81
3.6891111000000003,0.78
3.76585988,0.8
3.8083276400000003,0.81
3.77526814,0.8
3.8388005099999996,0.81
3.8045603999999997,0.81
3.87401387,0.82
3.87401387,0.82
3.87091334,0.82
3.78516286,0.8
3.87401387,0.82
3.78516286,0.8
3.88222633,0.82
3.77526814,0.8
3.8388005099999996,0.81
3.8083276400000003,0.81
3.8319918399999997,0.81
3.7173914900000002,0.79
3.87401387,0.82
3.82585178,0.81
3.81245673,0.81
3.76585988,0.8
3.88222633,0.82
3.78516286,0.8
3.80138008,0.8
3.87401387,0.82
3.87401387,0.82
3.80105497,0.8
3.8319918399999997,0.81
3.87838659,0.82
3.82585178,0.81
3.87098623,0.82
3.81634504,0.81
3.8388005099999996,0.81
3.88222633,0.82
3.81755238,0.81
3.82585178,0.81
3.8319918399999997,0.81
3.87401387,0.82
3.8258887799999997,0.81
3.84076731,0.81
3.87838659,0.82
3.82504344,0.81
3.88953864,0.82
3.85448936,0.82
3.88222633,0.82
3.88953864,0.82
3.88222633,0.82
3.8319918399999997,0.81
3.83617541,0.81
3.84076731,0.81
3.88953864,0.82
3.85448936,0.82
3.88222633,0.82
3.88222633,0.82
3.72439921,0.79
3.87838659,0.82
3.8258887799999997,0.81
3.88953864,0.82
3.84333431,0.81
3.8319918399999997,0.81
3.84076731,0.81
3.88222633,0.82
3.81593762,0.81
3.88953864,0.82
3.83974683,0.81
3.88953864,0.82
3.82324079,0.81
3.88222633,0.82
