sample_id,site_id,site_name,qW,Total_Power
6136,1,Perth_49,0.800000,3774765.900000
6137,1,Perth_49,0.800000,3774765.900000
6138,1,Perth_49,0.800000,3774765.900000
6139,1,Perth_49,0.800000,3774765.900000
6140,1,Perth_49,0.800000,3774765.900000
6141,1,Perth_49,0.800000,3774765.900000
6142,1,Perth_49,0.800000,3774765.900000
6143,1,Perth_49,0.800000,3774765.900000
6144,1,Perth_49,0.800000,3774765.900000
6145,1,Perth_49,0.800000,3774765.900000
6146,1,Perth_49,0.800000,3774765.900000
6147,1,Perth_49,0.800000,3774765.900000
6148,1,Perth_49,0.800000,3774765.900000
6149,1,Perth_49,0.800000,3774765.900000
6150,1,Perth_49,0.800000,3774765.900000
6151,1,Perth_49,0.800000,3774765.900000
6152,1,Perth_49,0.800000,3774765.900000
6153,1,Perth_49,0.800000,3774765.900000
6154,1,Perth_49,0.800000,3774765.900000
6155,1,Perth_49,0.800000,3774765.900000
6156,1,Perth_49,0.800000,3774765.900000
6157,1,Perth_49,0.800000,3774765.900000
6158,1,Perth_49,0.800000,3774765.900000
6159,1,Perth_49,0.800000,3774765.900000
6160,1,Perth_49,0.800000,3774765.900000
6161,1,Perth_49,0.800000,3774765.900000
6162,1,Perth_49,0.800000,3774765.900000
6163,1,Perth_49,0.800000,3774765.900000
6164,1,Perth_49,0.800000,3774765.900000
6165,1,Perth_49,0.800000,3774765.900000
6166,1,Perth_49,0.800000,3774765.900000
6167,1,Perth_49,0.800000,3774765.900000
6168,1,Perth_49,0.800000,3774765.900000
6169,1,Perth_49,0.800000,3774765.900000
6170,1,Perth_49,0.800000,3774765.900000
6171,1,Perth_49,0.800000,3774765.900000
6172,1,Perth_49,0.800000,3774765.900000
6173,1,Perth_49,0.800000,3774765.900000
6174,1,Perth_49,0.800000,3774765.900000
6175,1,Perth_49,0.800000,3774765.900000
6176,1,Perth_49,0.800000,3774765.900000
6177,1,Perth_49,0.800000,3774765.900000
6178,1,Perth_49,0.800000,3774765.900000
6179,1,Perth_49,0.800000,3774765.900000
6180,1,Perth_49,0.800000,3774765.900000
6181,1,Perth_49,0.800000,3774765.900000
6182,1,Perth_49,0.800000,3774765.900000
6183,1,Perth_49,0.800000,3774765.900000
6184,1,Perth_49,0.800000,3774765.900000
6185,1,Perth_49,0.800000,3774765.900000
6186,1,Perth_49,0.800000,3774765.900000
6187,1,Perth_49,0.800000,3774765.900000
6188,1,Perth_49,0.800000,3774765.900000
6189,1,Perth_49,0.800000,3774765.900000
6190,1,Perth_49,0.800000,3774765.900000
6191,1,Perth_49,0.800000,3774765.900000
6192,1,Perth_49,0.800000,3774765.900000
6193,1,Perth_49,0.800000,3774765.900000
6194,1,Perth_49,0.800000,3774765.900000
6195,1,Perth_49,0.800000,3774765.900000
6196,1,Perth_49,0.800000,3774765.900000
6197,1,Perth_49,0.800000,3774765.900000
6198,1,Perth_49,0.800000,3774765.900000
6199,1,Perth_49,0.800000,3774765.900000
6200,1,Perth_49,0.800000,3774765.900000
6201,1,Perth_49,0.800000,3774765.900000
6202,1,Perth_49,0.800000,3774765.900000
6203,1,Perth_49,0.800000,3774765.900000
6204,1,Perth_49,0.800000,3774765.900000
6205,1,Perth_49,0.800000,3774765.900000
6206,1,Perth_49,0.800000,3774765.900000
6207,1,Perth_49,0.800000,3774765.900000
6208,1,Perth_49,0.800000,3774765.900000
6209,1,Perth_49,0.800000,3774765.900000
6210,1,Perth_49,0.800000,3774765.900000
6211,1,Perth_49,0.800000,3774765.900000
6212,1,Perth_49,0.800000,3774765.900000
6213,1,Perth_49,0.800000,3774765.900000
6214,1,Perth_49,0.800000,3774765.900000
6215,1,Perth_49,0.800000,3774765.900000
6216,1,Perth_49,0.800000,3774765.900000
6217,1,Perth_49,0.800000,3774765.900000
6218,1,Perth_49,0.800000,3774765.900000
6219,1,Perth_49,0.800000,3774765.900000
6220,1,Perth_49,0.800000,3774765.900000
6221,1,Perth_49,0.800000,3774765.900000
6222,1,Perth_49,0.800000,3774765.900000
6223,1,Perth_49,0.800000,3774765.900000
6224,1,Perth_49,0.800000,3774765.900000
6225,1,Perth_49,0.800000,3774765.900000
6226,1,Perth_49,0.800000,3774765.900000
6227,1,Perth_49,0.800000,3774765.900000
6228,1,Perth_49,0.800000,3774765.900000
6229,1,Perth_49,0.800000,3774765.900000
6230,1,Perth_49,0.800000,3774765.900000
6231,1,Perth_49,0.800000,3774765.900000
6232,1,Perth_49,0.800000,3774765.900000
6233,1,Perth_49,0.800000,3774765.900000
6234,1,Perth_49,0.800000,3774765.900000
6235,1,Perth_49,0.800000,3774765.900000
6236,1,Perth_49,0.800000,3774765.900000
6237,1,Perth_49,0.800000,3774765.900000
6238,1,Perth_49,0.800000,3774765.900000
6239,1,Perth_49,0.800000,3774765.900000
6240,1,Perth_49,0.800000,3774765.900000
6241,1,Perth_49,0.800000,3774765.900000
6242,1,Perth_49,0.800000,3774765.900000
6243,1,Perth_49,0.800000,3774765.900000
6244,1,Perth_49,0.800000,3774765.900000
6245,1,Perth_49,0.800000,3774765.900000
6246,1,Perth_49,0.800000,3774765.900000
6247,1,Perth_49,0.800000,3774765.900000
6248,1,Perth_49,0.800000,3774765.900000
6249,1,Perth_49,0.800000,3774765.900000
6250,1,Perth_49,0.800000,3774765.900000
6251,1,Perth_49,0.800000,3774765.900000
6252,1,Perth_49,0.800000,3774765.900000
6253,1,Perth_49,0.800000,3774765.900000
6254,1,Perth_49,0.800000,3774765.900000
6255,1,Perth_49,0.800000,3774765.900000
6256,1,Perth_49,0.800000,3774765.900000
6257,1,Perth_49,0.800000,3774765.900000
6258,1,Perth_49,0.800000,3774765.900000
6259,1,Perth_49,0.800000,3774765.900000
6260,1,Perth_49,0.800000,3774765.900000
6261,1,Perth_49,0.800000,3774765.900000
6262,1,Perth_49,0.800000,3774765.900000
6263,1,Perth_49,0.800000,3774765.900000
6264,1,Perth_49,0.800000,3774765.900000
6265,1,Perth_49,0.800000,3774765.900000
6266,1,Perth_49,0.800000,3774765.900000
6267,1,Perth_49,0.800000,3774765.900000
6268,1,Perth_49,0.800000,3774765.900000
6269,1,Perth_49,0.800000,3774765.900000
6270,1,Perth_49,0.800000,3774765.900000
6271,1,Perth_49,0.800000,3774765.900000
6272,1,Perth_49,0.800000,3774765.900000
6273,1,Perth_49,0.800000,3774765.900000
6274,1,Perth_49,0.800000,3774765.900000
6275,1,Perth_49,0.800000,3774765.900000
6276,1,Perth_49,0.800000,3774765.900000
6277,1,Perth_49,0.800000,3774765.900000
6278,1,Perth_49,0.800000,3774765.900000
6279,1,Perth_49,0.800000,3774765.900000
6280,1,Perth_49,0.800000,3774765.900000
6281,1,Perth_49,0.800000,3774765.900000
6282,1,Perth_49,0.800000,3774765.900000
6283,1,Perth_49,0.800000,3774765.900000
6284,1,Perth_49,0.800000,3774765.900000
6285,1,Perth_49,0.800000,3774765.900000
6286,1,Perth_49,0.800000,3774765.900000
6287,1,Perth_49,0.800000,3774765.900000
6288,1,Perth_49,0.800000,3774765.900000
6289,1,Perth_49,0.800000,3774765.900000
6290,1,Perth_49,0.800000,3774765.900000
6291,1,Perth_49,0.800000,3774765.900000
6292,1,Perth_49,0.800000,3774765.900000
6293,1,Perth_49,0.800000,3774765.900000
6294,1,Perth_49,0.800000,3774765.900000
6295,1,Perth_49,0.800000,3774765.900000
6296,1,Perth_49,0.800000,3774765.900000
6297,1,Perth_49,0.800000,3774765.900000
6298,1,Perth_49,0.800000,3774765.900000
6299,1,Perth_49,0.800000,3774765.900000
6300,1,Perth_49,0.800000,3774765.900000
6301,1,Perth_49,0.800000,3774765.900000
6302,1,Perth_49,0.800000,3774765.900000
6303,1,Perth_49,0.800000,3775227.960000
6304,1,Perth_49,0.800000,3775227.960000
6305,1,Perth_49,0.800000,3775227.960000
6306,1,Perth_49,0.800000,3775227.960000
6307,1,Perth_49,0.800000,3775227.960000
6308,1,Perth_49,0.800000,3775227.960000
6309,1,Perth_49,0.800000,3775227.960000
6310,1,Perth_49,0.800000,3775227.960000
6311,1,Perth_49,0.800000,3775227.960000
6312,1,Perth_49,0.800000,3775227.960000
6313,1,Perth_49,0.800000,3775227.960000
6314,1,Perth_49,0.800000,3775227.960000
6315,1,Perth_49,0.800000,3775227.960000
6316,1,Perth_49,0.800000,3781794.630000
6317,1,Perth_49,0.800000,3785561.700000
6318,1,Perth_49,0.800000,3785561.700000
6319,1,Perth_49,0.800000,3788035.900000
6320,1,Perth_49,0.800000,3788035.900000
6321,1,Perth_49,0.810000,3802724.660000
6322,1,Perth_49,0.810000,3802724.660000
6323,1,Perth_49,0.810000,3811348.370000
6324,1,Perth_49,0.810000,3818023.120000
6325,1,Perth_49,0.810000,3818023.120000
6326,1,Perth_49,0.810000,3818023.120000
6327,1,Perth_49,0.810000,3819289.780000
6328,1,Perth_49,0.810000,3819289.780000
6329,1,Perth_49,0.810000,3824412.230000
6330,1,Perth_49,0.810000,3827596.300000
6331,1,Perth_49,0.810000,3827596.300000
6332,1,Perth_49,0.810000,3827596.300000
6333,1,Perth_49,0.810000,3827596.300000
6334,1,Perth_49,0.810000,3828178.890000
6335,1,Perth_49,0.810000,3828178.890000
6336,1,Perth_49,0.810000,3828178.890000
6337,1,Perth_49,0.810000,3828178.890000
6338,1,Perth_49,0.810000,3828178.890000
6339,1,Perth_49,0.810000,3828178.890000
6340,1,Perth_49,0.810000,3828639.160000
6341,1,Perth_49,0.810000,3828639.160000
6342,1,Perth_49,0.810000,3828639.160000
6343,1,Perth_49,0.810000,3828639.160000
6344,1,Perth_49,0.810000,3828639.160000
6345,1,Perth_49,0.810000,3828639.160000
6346,1,Perth_49,0.810000,3828639.160000
6347,1,Perth_49,0.810000,3828639.160000
6348,1,Perth_49,0.810000,3828639.160000
6349,1,Perth_49,0.810000,3829604.420000
6350,1,Perth_49,0.810000,3829604.420000
6351,1,Perth_49,0.810000,3829604.420000
6352,1,Perth_49,0.810000,3832682.230000
6353,1,Perth_49,0.810000,3832682.230000
6354,1,Perth_49,0.810000,3832682.230000
6355,1,Perth_49,0.810000,3832682.230000
6356,1,Perth_49,0.810000,3832682.230000
6357,1,Perth_49,0.810000,3832682.230000
6358,1,Perth_49,0.810000,3834453.770000
6359,1,Perth_49,0.810000,3834453.770000
6360,1,Perth_49,0.810000,3834453.770000
6361,1,Perth_49,0.810000,3834453.770000
6362,1,Perth_49,0.810000,3834453.770000
6363,1,Perth_49,0.810000,3837197.700000
6364,1,Perth_49,0.810000,3837197.700000
6365,1,Perth_49,0.810000,3840670.010000
6366,1,Perth_49,0.810000,3840670.010000
6367,1,Perth_49,0.810000,3840670.010000
6368,1,Perth_49,0.810000,3841149.300000
6369,1,Perth_49,0.810000,3841149.300000
6370,1,Perth_49,0.820000,3858138.700000
6371,1,Perth_49,0.820000,3858138.700000
6372,1,Perth_49,0.820000,3858138.700000
6373,1,Perth_49,0.820000,3858138.700000
6374,1,Perth_49,0.820000,3858138.700000
6375,1,Perth_49,0.820000,3858138.700000
6376,1,Perth_49,0.820000,3858138.700000
6377,1,Perth_49,0.820000,3858138.700000
6378,1,Perth_49,0.820000,3860388.420000
6379,1,Perth_49,0.820000,3860388.420000
6380,1,Perth_49,0.820000,3860388.420000
6381,1,Perth_49,0.820000,3860388.420000
6382,1,Perth_49,0.820000,3860388.420000
6383,1,Perth_49,0.820000,3860388.420000
6384,1,Perth_49,0.820000,3860388.420000
6385,1,Perth_49,0.820000,3860388.420000
6386,1,Perth_49,0.820000,3860388.420000
6387,1,Perth_49,0.820000,3860388.420000
6388,1,Perth_49,0.820000,3860388.420000
6389,1,Perth_49,0.820000,3860388.420000
6390,1,Perth_49,0.820000,3868399.680000
6391,1,Perth_49,0.820000,3869910.080000
6392,1,Perth_49,0.820000,3869910.080000
6393,1,Perth_49,0.820000,3869910.080000
6394,1,Perth_49,0.820000,3869910.080000
6395,1,Perth_49,0.820000,3869910.080000
6396,1,Perth_49,0.820000,3870007.580000
6397,1,Perth_49,0.820000,3872905.440000
6398,1,Perth_49,0.820000,3874392.180000
6399,1,Perth_49,0.820000,3874392.180000
6400,1,Perth_49,0.820000,3874392.180000
6401,1,Perth_49,0.820000,3890924.850000
6402,1,Perth_49,0.820000,3890924.850000
6403,1,Perth_49,0.820000,3890924.850000
6404,1,Perth_49,0.820000,3890924.850000
6405,1,Perth_49,0.820000,3890924.850000
6406,1,Perth_49,0.820000,3891023.760000
6407,1,Perth_49,0.820000,3891023.760000
6408,1,Perth_49,0.820000,3891417.220000
6409,1,Perth_49,0.820000,3891417.220000
6410,1,Perth_49,0.820000,3891417.220000
6411,1,Perth_49,0.820000,3891417.220000
6412,1,Perth_49,0.820000,3891417.220000
6413,1,Perth_49,0.820000,3891417.220000
6414,1,Perth_49,0.820000,3891417.220000
6415,1,Perth_49,0.820000,3891417.220000
6416,1,Perth_49,0.820000,3891417.220000
6417,1,Perth_49,0.820000,3891417.220000
6418,1,Perth_49,0.820000,3891417.220000
6419,1,Perth_49,0.820000,3891417.220000
6420,1,Perth_49,0.820000,3891417.220000
6421,1,Perth_49,0.820000,3891417.220000
6422,1,Perth_49,0.820000,3891417.220000
6423,1,Perth_49,0.830000,3899323.650000
6424,1,Perth_49,0.830000,3899323.650000
6425,1,Perth_49,0.830000,3899323.650000
6426,1,Perth_49,0.830000,3900896.970000
6427,1,Perth_49,0.830000,3900896.970000
6428,1,Perth_49,0.830000,3900896.970000
6429,1,Perth_49,0.830000,3900896.970000
6430,1,Perth_49,0.830000,3900896.970000
6431,1,Perth_49,0.830000,3900896.970000
6432,1,Perth_49,0.830000,3900896.970000
6433,1,Perth_49,0.830000,3900896.970000
6434,1,Perth_49,0.830000,3900896.970000
6435,1,Perth_49,0.830000,3900896.970000
6436,1,Perth_49,0.830000,3900896.970000
6437,1,Perth_49,0.830000,3900896.970000
6438,1,Perth_49,0.830000,3900896.970000
6439,1,Perth_49,0.830000,3900903.450000
6440,1,Perth_49,0.830000,3900903.450000
6441,1,Perth_49,0.830000,3900903.450000
6442,1,Perth_49,0.830000,3900903.450000
6443,1,Perth_49,0.830000,3900903.450000
6444,1,Perth_49,0.830000,3900903.450000
6445,1,Perth_49,0.830000,3900903.450000
6446,1,Perth_49,0.830000,3900903.450000
6447,1,Perth_49,0.830000,3900903.450000
6448,1,Perth_49,0.830000,3900903.450000
6449,1,Perth_49,0.830000,3900903.450000
6450,1,Perth_49,0.830000,3900903.450000
6451,1,Perth_49,0.830000,3900903.450000
6452,1,Perth_49,0.830000,3900903.450000
6453,1,Perth_49,0.830000,3900903.450000
6454,1,Perth_49,0.830000,3900903.450000
6455,1,Perth_49,0.830000,3900903.450000
6456,1,Perth_49,0.830000,3900903.450000
6457,1,Perth_49,0.830000,3900903.450000
6458,1,Perth_49,0.830000,3900903.450000
6459,1,Perth_49,0.830000,3900903.450000
6460,1,Perth_49,0.830000,3900903.450000
6461,1,Perth_49,0.830000,3900903.450000
6462,1,Perth_49,0.830000,3900903.450000
6463,1,Perth_49,0.830000,3900903.450000
6464,1,Perth_49,0.830000,3900903.450000
6465,1,Perth_49,0.830000,3901580.600000
6466,1,Perth_49,0.830000,3901580.600000
6467,1,Perth_49,0.830000,3901580.600000
6468,1,Perth_49,0.830000,3901580.600000
6469,1,Perth_49,0.830000,3901580.600000
6470,1,Perth_49,0.830000,3903981.390000
6471,1,Perth_49,0.830000,3903981.390000
6472,1,Perth_49,0.830000,3903981.390000
6473,1,Perth_49,0.830000,3905634.240000
6474,1,Perth_49,0.830000,3905634.240000
6475,1,Perth_49,0.830000,3905634.240000
6476,1,Perth_49,0.830000,3905634.240000
6477,1,Perth_49,0.830000,3905634.240000
6478,1,Perth_49,0.830000,3905634.240000
6479,1,Perth_49,0.830000,3905634.240000
6480,1,Perth_49,0.830000,3907124.800000
6481,1,Perth_49,0.830000,3907124.800000
6482,1,Perth_49,0.830000,3907124.800000
6483,1,Perth_49,0.830000,3907124.800000
6484,1,Perth_49,0.830000,3907124.800000
6485,1,Perth_49,0.830000,3907124.800000
6486,1,Perth_49,0.830000,3907124.800000
6487,1,Perth_49,0.830000,3907124.800000
6488,1,Perth_49,0.830000,3907124.800000
6489,1,Perth_49,0.830000,3907124.800000
6490,1,Perth_49,0.830000,3907124.800000
6491,1,Perth_49,0.830000,3910710.880000
6492,1,Perth_49,0.830000,3910710.880000
6493,1,Perth_49,0.830000,3910710.880000
6494,1,Perth_49,0.830000,3910860.270000
6495,1,Perth_49,0.830000,3912051.500000
6496,1,Perth_49,0.830000,3912051.500000
6497,1,Perth_49,0.830000,3912051.500000
6498,1,Perth_49,0.830000,3912051.500000
6499,1,Perth_49,0.830000,3913642.450000
6500,1,Perth_49,0.830000,3913642.450000
6501,1,Perth_49,0.800000,3792916.330000
6502,1,Perth_49,0.800000,3792916.330000
6503,1,Perth_49,0.800000,3795857.790000
6504,1,Perth_49,0.800000,3795857.790000
6505,1,Perth_49,0.800000,3795857.790000
6506,1,Perth_49,0.800000,3795857.790000
6507,1,Perth_49,0.800000,3795857.790000
6508,1,Perth_49,0.800000,3795857.790000
6509,1,Perth_49,0.810000,3814975.980000
6510,1,Perth_49,0.810000,3814975.980000
6511,1,Perth_49,0.810000,3818512.380000
6512,1,Perth_49,0.810000,3819621.380000
6513,1,Perth_49,0.810000,3819621.380000
6514,1,Perth_49,0.810000,3819621.380000
6515,1,Perth_49,0.810000,3819621.380000
6516,1,Perth_49,0.810000,3826803.350000
6517,1,Perth_49,0.810000,3826803.350000
6518,1,Perth_49,0.810000,3830069.560000
6519,1,Perth_49,0.810000,3830069.560000
6520,1,Perth_49,0.810000,3830069.560000
6521,1,Perth_49,0.810000,3840557.440000
6522,1,Perth_49,0.810000,3842297.470000
6523,1,Perth_49,0.810000,3842297.470000
6524,1,Perth_49,0.810000,3848702.520000
6525,1,Perth_49,0.820000,3849469.550000
6526,1,Perth_49,0.820000,3849469.550000
6527,1,Perth_49,0.820000,3849469.550000
6528,1,Perth_49,0.820000,3850203.370000
6529,1,Perth_49,0.820000,3850203.370000
6530,1,Perth_49,0.820000,3850203.370000
6531,1,Perth_49,0.820000,3850203.370000
6532,1,Perth_49,0.820000,3853407.580000
6533,1,Perth_49,0.820000,3853407.580000
6534,1,Perth_49,0.820000,3853407.580000
6535,1,Perth_49,0.820000,3853407.580000
6536,1,Perth_49,0.820000,3853407.580000
6537,1,Perth_49,0.820000,3853407.580000
6538,1,Perth_49,0.820000,3855297.410000
6539,1,Perth_49,0.820000,3855297.410000
6540,1,Perth_49,0.820000,3859574.130000
6541,1,Perth_49,0.820000,3859574.130000
6542,1,Perth_49,0.820000,3859574.130000
6543,1,Perth_49,0.820000,3859574.130000
6544,1,Perth_49,0.820000,3873720.090000
6545,1,Perth_49,0.820000,3875686.320000
6546,1,Perth_49,0.820000,3875686.320000
6547,1,Perth_49,0.820000,3875686.320000
6548,1,Perth_49,0.820000,3876901.090000
6549,1,Perth_49,0.820000,3876901.090000
6550,1,Perth_49,0.820000,3876901.090000
6551,1,Perth_49,0.820000,3876901.090000
6552,1,Perth_49,0.820000,3876901.090000
6553,1,Perth_49,0.820000,3876901.090000
6554,1,Perth_49,0.820000,3879705.440000
6555,1,Perth_49,0.820000,3881071.770000
6556,1,Perth_49,0.820000,3881071.770000
6557,1,Perth_49,0.820000,3881071.770000
6558,1,Perth_49,0.820000,3881071.770000
6559,1,Perth_49,0.820000,3883318.850000
6560,1,Perth_49,0.820000,3883318.850000
6561,1,Perth_49,0.820000,3883318.850000
6562,1,Perth_49,0.820000,3883318.850000
6563,1,Perth_49,0.820000,3883318.850000
6564,1,Perth_49,0.820000,3883318.850000
6565,1,Perth_49,0.820000,3883318.850000
6566,1,Perth_49,0.820000,3883318.850000
6567,1,Perth_49,0.820000,3884237.950000
6568,1,Perth_49,0.820000,3884237.950000
6569,1,Perth_49,0.820000,3884237.950000
6570,1,Perth_49,0.820000,3884237.950000
6571,1,Perth_49,0.820000,3884237.950000
6572,1,Perth_49,0.820000,3884237.950000
6573,1,Perth_49,0.820000,3884237.950000
6574,1,Perth_49,0.820000,3886298.250000
6575,1,Perth_49,0.820000,3886298.250000
6576,1,Perth_49,0.820000,3893722.970000
6577,1,Perth_49,0.830000,3897416.290000
6578,1,Perth_49,0.830000,3898472.680000
6579,1,Perth_49,0.830000,3898472.680000
6580,1,Perth_49,0.830000,3898472.680000
6581,1,Perth_49,0.830000,3898472.680000
6582,1,Perth_49,0.830000,3903696.950000
6583,1,Perth_49,0.830000,3904143.630000
6584,1,Perth_49,0.830000,3904143.630000
6585,1,Perth_49,0.830000,3904143.630000
6586,1,Perth_49,0.830000,3909479.830000
6587,1,Perth_49,0.830000,3909479.830000
6588,1,Perth_49,0.830000,3909479.830000
6589,1,Perth_49,0.830000,3909479.830000
6590,1,Perth_49,0.830000,3909479.830000
6591,1,Perth_49,0.830000,3909479.830000
6592,1,Perth_49,0.830000,3909479.830000
6593,1,Perth_49,0.830000,3909479.830000
6594,1,Perth_49,0.830000,3909479.830000
6595,1,Perth_49,0.830000,3909479.830000
6596,1,Perth_49,0.830000,3909479.830000
6597,1,Perth_49,0.830000,3909479.830000
6598,1,Perth_49,0.830000,3909479.830000
6599,1,Perth_49,0.830000,3909479.830000
6600,1,Perth_49,0.830000,3909479.830000
6601,1,Perth_49,0.830000,3909479.830000
6602,1,Perth_49,0.830000,3909479.830000
6603,1,Perth_49,0.830000,3909479.830000
6604,1,Perth_49,0.830000,3909479.830000
6605,1,Perth_49,0.830000,3909479.830000
6606,1,Perth_49,0.830000,3909479.830000
6607,1,Perth_49,0.830000,3909479.830000
6608,1,Perth_49,0.830000,3909479.830000
6609,1,Perth_49,0.830000,3910601.360000
6610,1,Perth_49,0.830000,3912366.890000
6611,1,Perth_49,0.830000,3913035.610000
6612,1,Perth_49,0.830000,3913035.610000
6613,1,Perth_49,0.830000,3913035.610000
6614,1,Perth_49,0.830000,3922217.650000
6615,1,Perth_49,0.830000,3922217.650000
6616,1,Perth_49,0.830000,3922217.650000
6617,1,Perth_49,0.830000,3922217.650000
6618,1,Perth_49,0.830000,3922217.650000
6619,1,Perth_49,0.830000,3922217.650000
6620,1,Perth_49,0.830000,3922217.650000
6621,1,Perth_49,0.830000,3922217.650000
6622,1,Perth_49,0.830000,3923406.270000
6623,1,Perth_49,0.830000,3923406.270000
6624,1,Perth_49,0.830000,3923406.270000
6625,1,Perth_49,0.830000,3923753.340000
6626,1,Perth_49,0.830000,3923753.340000
6627,1,Perth_49,0.830000,3923753.340000
6628,1,Perth_49,0.830000,3923753.340000
6629,1,Perth_49,0.830000,3923753.340000
6630,1,Perth_49,0.830000,3925854.900000
6631,1,Perth_49,0.830000,3925854.900000
6632,1,Perth_49,0.830000,3925854.900000
6633,1,Perth_49,0.830000,3925854.900000
6634,1,Perth_49,0.830000,3925854.900000
6635,1,Perth_49,0.830000,3927300.930000
6636,1,Perth_49,0.830000,3927300.930000
6637,1,Perth_49,0.830000,3927300.930000
6638,1,Perth_49,0.830000,3927300.930000
6639,1,Perth_49,0.830000,3927300.930000
6640,1,Perth_49,0.830000,3927300.930000
6641,1,Perth_49,0.830000,3927300.930000
6642,1,Perth_49,0.830000,3927300.930000
6643,1,Perth_49,0.830000,3927300.930000
6644,1,Perth_49,0.830000,3927300.930000
6645,1,Perth_49,0.830000,3927300.930000
6646,1,Perth_49,0.830000,3927300.930000
6647,1,Perth_49,0.830000,3933057.560000
6648,1,Perth_49,0.830000,3933854.290000
6649,1,Perth_49,0.830000,3933854.290000
6650,1,Perth_49,0.830000,3933854.290000
6651,1,Perth_49,0.830000,3933854.290000
6652,1,Perth_49,0.830000,3933854.290000
6653,1,Perth_49,0.830000,3933854.290000
6654,1,Perth_49,0.830000,3935636.560000
6655,1,Perth_49,0.830000,3935636.560000
6656,1,Perth_49,0.830000,3935636.560000
6657,1,Perth_49,0.830000,3935636.560000
6658,1,Perth_49,0.830000,3936688.670000
6659,1,Perth_49,0.830000,3937580.210000
6660,1,Perth_49,0.830000,3937804.600000
6661,1,Perth_49,0.830000,3937804.600000
6662,1,Perth_49,0.830000,3937804.600000
6663,1,Perth_49,0.830000,3937804.600000
6664,1,Perth_49,0.830000,3937804.600000
6665,1,Perth_49,0.830000,3938482.720000
6666,1,Perth_49,0.830000,3938482.720000
6667,1,Perth_49,0.830000,3938482.720000
6668,1,Perth_49,0.830000,3938482.720000
6669,1,Perth_49,0.830000,3938482.720000
6670,1,Perth_49,0.830000,3938482.720000
6671,1,Perth_49,0.830000,3938482.720000
6672,1,Perth_49,0.830000,3938482.720000
6673,1,Perth_49,0.830000,3938830.000000
6674,1,Perth_49,0.830000,3938830.000000
6675,1,Perth_49,0.830000,3938830.000000
6676,1,Perth_49,0.830000,3938830.000000
6677,1,Perth_49,0.830000,3938830.000000
6678,1,Perth_49,0.830000,3942441.670000
6679,1,Perth_49,0.840000,3958208.290000
6680,1,Perth_49,0.840000,3958208.290000
6681,1,Perth_49,0.840000,3958208.290000
6682,1,Perth_49,0.840000,3958208.290000
6683,1,Perth_49,0.840000,3958208.290000
6684,1,Perth_49,0.840000,3958208.290000
6685,1,Perth_49,0.840000,3958208.290000
6686,1,Perth_49,0.840000,3958208.290000
6687,1,Perth_49,0.840000,3958208.290000
6688,1,Perth_49,0.840000,3958208.290000
6689,1,Perth_49,0.840000,3959153.850000
6690,1,Perth_49,0.840000,3959153.850000
6691,1,Perth_49,0.840000,3959153.850000
6692,1,Perth_49,0.840000,3959153.850000
6693,1,Perth_49,0.840000,3959153.850000
6694,1,Perth_49,0.840000,3959153.850000
6695,1,Perth_49,0.840000,3959153.850000
6696,1,Perth_49,0.840000,3959153.850000
6697,1,Perth_49,0.840000,3959153.850000
6698,1,Perth_49,0.840000,3959153.850000
6699,1,Perth_49,0.840000,3959153.850000
6700,1,Perth_49,0.840000,3959153.850000
6701,1,Perth_49,0.840000,3959153.850000
6702,1,Perth_49,0.840000,3959153.850000
6703,1,Perth_49,0.840000,3959153.850000
6704,1,Perth_49,0.840000,3959153.850000
6705,1,Perth_49,0.840000,3959153.850000
6706,1,Perth_49,0.840000,3959153.850000
6707,1,Perth_49,0.840000,3959153.850000
6708,1,Perth_49,0.840000,3959153.850000
6709,1,Perth_49,0.840000,3959153.850000
6710,1,Perth_49,0.840000,3959153.850000
6711,1,Perth_49,0.840000,3960354.190000
6712,1,Perth_49,0.840000,3960354.190000
6713,1,Perth_49,0.840000,3960354.190000
6714,1,Perth_49,0.840000,3963922.610000
6715,1,Perth_49,0.840000,3963922.610000
6716,1,Perth_49,0.840000,3963922.610000
6717,1,Perth_49,0.840000,3963922.610000
6718,1,Perth_49,0.840000,3963922.610000
6719,1,Perth_49,0.840000,3963922.610000
6720,1,Perth_49,0.840000,3970035.740000
6721,1,Perth_49,0.840000,3970035.740000
6722,1,Perth_49,0.840000,3970035.740000
6723,1,Perth_49,0.840000,3970035.740000
6724,1,Perth_49,0.840000,3970035.740000
6725,1,Perth_49,0.840000,3971106.720000
6726,1,Perth_49,0.840000,3971106.720000
6727,1,Perth_49,0.840000,3971106.720000
6728,1,Perth_49,0.840000,3971106.720000
6729,1,Perth_49,0.840000,3971106.720000
6730,1,Perth_49,0.840000,3971106.720000
6731,1,Perth_49,0.840000,3971106.720000
6732,1,Perth_49,0.840000,3971106.720000
6733,1,Perth_49,0.840000,3971106.720000
6734,1,Perth_49,0.840000,3971106.720000
6735,1,Perth_49,0.840000,3971106.720000
6736,1,Perth_49,0.840000,3971106.720000
6737,1,Perth_49,0.840000,3971106.720000
6738,1,Perth_49,0.840000,3971106.720000
6739,1,Perth_49,0.840000,3971106.720000
6740,1,Perth_49,0.840000,3971106.720000
6741,1,Perth_49,0.840000,3971106.720000
6742,1,Perth_49,0.840000,3971106.720000
